Thời gian,Loại vàng,Màu xi,Trước xi,Sau xi,"Sau xi (+,-)",Chi phí,"Nhập hàng (+,-)",Tổng TL ban đầu
03-03-2023,Ý,Si 2-3 màu,3 nhẫn cưới xoàn 5c256,5c215,,,,5c260
